,Datetime,Open,High,Low,Close,Adj Close,Volume,signal
0,2024-01-02 09:30:00,250.0800018310547,250.8999938964844,244.41000366210935,248.79400634765625,248.79400634765625,22581347,-1
1,2024-01-02 10:00:00,248.77999877929688,251.25,248.0500030517578,249.6100006103516,249.6100006103516,13845933,0
2,2024-01-02 10:30:00,249.6000061035156,249.63819885253903,246.82000732421875,248.9199981689453,248.9199981689453,10503013,0
3,2024-01-02 11:00:00,248.8999938964844,250.25999450683597,248.33999633789065,250.0,250.0,6429840,0
4,2024-01-02 11:30:00,249.9940948486328,251.0,249.9001007080078,250.47540283203125,250.47540283203125,6197232,1
5,2024-01-02 12:00:00,250.4499969482422,250.66000366210935,247.9416961669922,248.3500061035156,248.3500061035156,5924493,-1
6,2024-01-02 12:30:00,248.35499572753903,249.13299560546875,247.4900054931641,247.58140563964844,247.58140563964844,4590789,0
7,2024-01-02 13:00:00,247.58380126953125,248.72000122070312,247.0,248.3516998291016,248.3516998291016,4709374,0
8,2024-01-02 13:30:00,248.38999938964844,249.3800048828125,247.9499969482422,248.24839782714844,248.24839782714844,4269095,0
9,2024-01-02 14:00:00,248.256103515625,248.5399932861328,247.3000030517578,248.13720703125,248.13720703125,4500933,0
10,2024-01-02 14:30:00,248.1000061035156,248.3800048828125,247.50999450683597,247.7299041748047,247.7299041748047,3633256,0
11,2024-01-02 15:00:00,247.72000122070312,247.8699951171875,246.3300018310547,246.77999877929688,246.77999877929688,5997325,0
12,2024-01-02 15:30:00,246.7700042724609,248.69000244140625,246.05999755859372,248.3999938964844,248.3999938964844,7973090,1
13,2024-01-03 09:30:00,244.97999572753903,245.67999267578125,238.8600006103516,239.1419982910156,239.1419982910156,23962522,0
14,2024-01-03 10:00:00,239.13999938964844,240.38999938964844,236.32000732421875,237.93389892578125,237.93389892578125,16950868,0
15,2024-01-03 10:30:00,237.9600067138672,239.6699981689453,237.1199951171875,239.52999877929688,239.52999877929688,10100669,0
16,2024-01-03 11:00:00,239.5249938964844,240.30999755859372,238.0800018310547,239.04010009765625,239.04010009765625,8777411,-1
17,2024-01-03 11:30:00,239.0500030517578,240.19000244140625,238.3500061035156,240.0800018310547,240.0800018310547,6508557,1
18,2024-01-03 12:00:00,240.0800018310547,240.8699951171875,239.26300048828125,240.45860290527344,240.45860290527344,6709776,-1
19,2024-01-03 12:30:00,240.44000244140625,241.16000366210935,240.02999877929688,240.9501037597656,240.9501037597656,5065700,0
20,2024-01-03 13:00:00,240.9499969482422,241.27999877929688,239.8600006103516,240.1658935546875,240.1658935546875,5079668,0
21,2024-01-03 13:30:00,240.1699981689453,241.05999755859372,239.69000244140625,240.75999450683597,240.75999450683597,4459963,0
22,2024-01-03 14:00:00,240.7899932861328,241.57000732421875,238.8000030517578,241.2530059814453,241.2530059814453,8191835,1
23,2024-01-03 14:30:00,241.27999877929688,241.6199951171875,239.9600067138672,239.9900054931641,239.9900054931641,6584172,0
24,2024-01-03 15:00:00,240.0,240.38999938964844,238.7100067138672,239.25010681152344,239.25010681152344,6115687,0
25,2024-01-03 15:30:00,239.2563934326172,239.7400054931641,237.9900054931641,238.4199981689453,238.4199981689453,7664219,0
26,2024-01-04 09:30:00,239.25,241.0,237.72999572753903,239.69500732421875,239.69500732421875,19670425,-1
27,2024-01-04 10:00:00,239.6699981689453,241.75999450683597,239.25,240.4750061035156,240.4750061035156,11794835,0
28,2024-01-04 10:30:00,240.4900054931641,242.17999267578125,240.4302978515625,241.1412048339844,241.1412048339844,9711528,0
29,2024-01-04 11:00:00,241.1558990478516,242.6999969482422,240.91639709472656,241.7449951171875,241.7449951171875,7494786,1
30,2024-01-04 11:30:00,241.72000122070312,242.1499938964844,240.3000030517578,240.53990173339844,240.53990173339844,6404767,-1
31,2024-01-04 12:00:00,240.5213928222656,241.25,239.77999877929688,241.1999969482422,241.1999969482422,5322901,0
32,2024-01-04 12:30:00,241.19500732421875,241.8699951171875,240.3600006103516,241.0166931152344,241.0166931152344,4931488,0
33,2024-01-04 13:00:00,241.0,241.3500061035156,240.3500061035156,241.1699981689453,241.1699981689453,4311878,0
34,2024-01-04 13:30:00,241.16310119628903,241.8000030517578,240.52999877929688,240.7400054931641,240.7400054931641,4420451,0
35,2024-01-04 14:00:00,240.7350006103516,241.08999633789065,239.0102996826172,239.0500946044922,239.0500946044922,5790619,0
36,2024-01-04 14:30:00,239.0500030517578,239.8500061035156,238.67999267578125,239.6999969482422,239.6999969482422,6027328,1
37,2024-01-04 15:00:00,239.6999053955078,240.2299041748047,239.1000061035156,239.860107421875,239.860107421875,5137992,0
38,2024-01-04 15:30:00,239.8800048828125,240.25,237.8000030517578,237.9600067138672,237.9600067138672,7923570,-1
39,2024-01-05 09:30:00,236.8600006103516,238.58999633789065,234.9001007080078,237.85809326171875,237.85809326171875,19813210,0
40,2024-01-05 10:00:00,237.91000366210935,239.67999267578125,237.85499572753903,239.1967010498047,239.1967010498047,10439721,0
41,2024-01-05 10:30:00,239.1750030517578,240.11959838867188,239.02999877929688,239.2050018310547,239.2050018310547,7048720,0
42,2024-01-05 11:00:00,239.2250061035156,239.72000122070312,238.1999969482422,238.44500732421875,238.44500732421875,6722383,1
43,2024-01-05 11:30:00,238.4698944091797,238.8497009277344,237.6300048828125,238.21499633789065,238.21499633789065,5050765,0
44,2024-01-05 12:00:00,238.2299041748047,238.2998962402344,236.3300018310547,236.6100006103516,236.6100006103516,6203462,-1
45,2024-01-05 12:30:00,236.60009765625,238.08999633789065,236.25999450683597,237.65989685058597,237.65989685058597,5055807,0
46,2024-01-05 13:00:00,237.63909912109372,237.82000732421875,236.80999755859372,237.81419372558597,237.81419372558597,4581075,0
47,2024-01-05 13:30:00,237.8123016357422,239.1499938964844,237.7823944091797,238.69000244140625,238.69000244140625,4994693,1
48,2024-01-05 14:00:00,238.69000244140625,239.3800048828125,238.17999267578125,238.2899932861328,238.2899932861328,4682002,0
49,2024-01-05 14:30:00,238.3000030517578,238.4900054931641,236.8999938964844,237.0850067138672,237.0850067138672,4920100,-1
50,2024-01-05 15:00:00,237.1000061035156,237.58999633789065,236.6999969482422,236.9600067138672,236.9600067138672,4541468,0
51,2024-01-05 15:30:00,236.9499969482422,237.83999633789065,236.7899932861328,237.43099975585935,237.43099975585935,5783967,1
52,2024-01-08 09:30:00,236.13999938964844,239.1999969482422,235.3000030517578,238.5457000732422,238.5457000732422,15746391,0
53,2024-01-08 10:00:00,238.50999450683597,238.6199951171875,235.97000122070312,236.9499969482422,236.9499969482422,9992522,0
54,2024-01-08 10:30:00,236.97000122070312,237.4199981689453,236.0500946044922,236.60130310058597,236.60130310058597,6902633,0
55,2024-01-08 11:00:00,236.45899963378903,238.4499969482422,236.42999267578125,238.2749938964844,238.2749938964844,6740053,0
56,2024-01-08 11:30:00,238.26010131835935,238.8999938964844,237.68499755859372,238.4510955810547,238.4510955810547,4863860,0
57,2024-01-08 12:00:00,238.44000244140625,240.0,238.41000366210935,239.20950317382807,239.20950317382807,5918193,0
58,2024-01-08 12:30:00,239.2050018310547,239.66940307617188,238.7400054931641,239.5,239.5,4428962,0
59,2024-01-08 13:00:00,239.4949951171875,239.8699951171875,238.8329925537109,238.92999267578125,238.92999267578125,4029055,0
60,2024-01-08 13:30:00,238.93850708007807,240.05999755859372,238.6699981689453,239.99009704589844,239.99009704589844,4548765,-1
61,2024-01-08 14:00:00,240.0,240.24989318847656,239.2700042724609,239.7998962402344,239.7998962402344,4546442,0
62,2024-01-08 14:30:00,239.79200744628903,240.8500061035156,239.6699981689453,240.7100067138672,240.7100067138672,4177959,0
63,2024-01-08 15:00:00,240.69000244140625,241.16000366210935,240.2100067138672,240.73800659179688,240.73800659179688,4426375,0
64,2024-01-08 15:30:00,240.7700042724609,241.25,240.30059814453125,240.3800048828125,240.3800048828125,5631978,1
65,2024-01-09 09:30:00,238.1100006103516,238.964599609375,234.6199951171875,235.664794921875,235.664794921875,16980765,0
66,2024-01-09 10:00:00,235.66000366210935,235.99490356445312,232.0399932861328,232.3249969482422,232.3249969482422,14363516,0
67,2024-01-09 10:30:00,232.31640625,234.1100006103516,232.1999969482422,233.44000244140625,233.44000244140625,8688146,-1
68,2024-01-09 11:00:00,233.42999267578125,235.2899932861328,233.4199981689453,234.29519653320312,234.29519653320312,7549218,0
69,2024-01-09 11:30:00,234.3000030517578,235.3500061035156,233.6499938964844,235.13499450683597,235.13499450683597,6943121,0
70,2024-01-09 12:00:00,235.1499938964844,235.5800018310547,234.5200042724609,234.9199981689453,234.9199981689453,5134989,0
71,2024-01-09 12:30:00,234.9499969482422,235.0800018310547,233.82000732421875,234.6862945556641,234.6862945556641,4318893,1
72,2024-01-09 13:00:00,234.68499755859372,235.42999267578125,234.1100006103516,234.15460205078125,234.15460205078125,4773133,0
73,2024-01-09 13:30:00,234.1750030517578,234.75,233.30999755859372,234.639892578125,234.639892578125,5282451,-1
74,2024-01-09 14:00:00,234.6100006103516,235.13999938964844,233.6501007080078,233.8988037109375,233.8988037109375,4641521,0
75,2024-01-09 14:30:00,233.8999938964844,234.5498962402344,233.88009643554688,234.1699981689453,234.1699981689453,3766125,0
76,2024-01-09 15:00:00,234.17999267578125,235.00999450683597,234.07000732421875,234.8141021728516,234.8141021728516,4675822,0
77,2024-01-09 15:30:00,234.82000732421875,235.1499938964844,233.77999877929688,234.87969970703125,234.87969970703125,6739054,0
78,2024-01-10 09:30:00,235.1000061035156,235.5,231.2899932861328,232.60679626464844,232.60679626464844,16347900,0
79,2024-01-10 10:00:00,232.5800018310547,233.33999633789065,231.39149475097656,233.02999877929688,233.02999877929688,10133526,0
