Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-02 09:30:00,250.0800018310547,250.89999389648438,244.41000366210938,248.79400634765625,248.79400634765625,22581347
2024-01-02 10:00:00,248.77999877929688,251.25,248.0500030517578,249.61000061035156,249.61000061035156,13845933
2024-01-02 10:30:00,249.60000610351562,249.63819885253906,246.82000732421875,248.9199981689453,248.9199981689453,10503013
2024-01-02 11:00:00,248.89999389648438,250.25999450683594,248.33999633789062,250.0,250.0,6429840
2024-01-02 11:30:00,249.9940948486328,251.0,249.9001007080078,250.47540283203125,250.47540283203125,6197232
2024-01-02 12:00:00,250.4499969482422,250.66000366210938,247.9416961669922,248.35000610351562,248.35000610351562,5924493
2024-01-02 12:30:00,248.35499572753906,249.13299560546875,247.49000549316406,247.58140563964844,247.58140563964844,4590789
2024-01-02 13:00:00,247.58380126953125,248.72000122070312,247.0,248.35169982910156,248.35169982910156,4709374
2024-01-02 13:30:00,248.38999938964844,249.3800048828125,247.9499969482422,248.24839782714844,248.24839782714844,4269095
2024-01-02 14:00:00,248.256103515625,248.5399932861328,247.3000030517578,248.13720703125,248.13720703125,4500933
2024-01-02 14:30:00,248.10000610351562,248.3800048828125,247.50999450683594,247.7299041748047,247.7299041748047,3633256
2024-01-02 15:00:00,247.72000122070312,247.8699951171875,246.3300018310547,246.77999877929688,246.77999877929688,5997325
2024-01-02 15:30:00,246.77000427246094,248.69000244140625,246.05999755859375,248.39999389648438,248.39999389648438,7973090
2024-01-03 09:30:00,244.97999572753906,245.67999267578125,238.86000061035156,239.14199829101562,239.14199829101562,23962522
2024-01-03 10:00:00,239.13999938964844,240.38999938964844,236.32000732421875,237.93389892578125,237.93389892578125,16950868
2024-01-03 10:30:00,237.9600067138672,239.6699981689453,237.1199951171875,239.52999877929688,239.52999877929688,10100669
2024-01-03 11:00:00,239.52499389648438,240.30999755859375,238.0800018310547,239.04010009765625,239.04010009765625,8777411
2024-01-03 11:30:00,239.0500030517578,240.19000244140625,238.35000610351562,240.0800018310547,240.0800018310547,6508557
2024-01-03 12:00:00,240.0800018310547,240.8699951171875,239.26300048828125,240.45860290527344,240.45860290527344,6709776
2024-01-03 12:30:00,240.44000244140625,241.16000366210938,240.02999877929688,240.95010375976562,240.95010375976562,5065700
2024-01-03 13:00:00,240.9499969482422,241.27999877929688,239.86000061035156,240.1658935546875,240.1658935546875,5079668
2024-01-03 13:30:00,240.1699981689453,241.05999755859375,239.69000244140625,240.75999450683594,240.75999450683594,4459963
2024-01-03 14:00:00,240.7899932861328,241.57000732421875,238.8000030517578,241.2530059814453,241.2530059814453,8191835
2024-01-03 14:30:00,241.27999877929688,241.6199951171875,239.9600067138672,239.99000549316406,239.99000549316406,6584172
2024-01-03 15:00:00,240.0,240.38999938964844,238.7100067138672,239.25010681152344,239.25010681152344,6115687
2024-01-03 15:30:00,239.2563934326172,239.74000549316406,237.99000549316406,238.4199981689453,238.4199981689453,7664219
2024-01-04 09:30:00,239.25,241.0,237.72999572753906,239.69500732421875,239.69500732421875,19670425
2024-01-04 10:00:00,239.6699981689453,241.75999450683594,239.25,240.47500610351562,240.47500610351562,11794835
2024-01-04 10:30:00,240.49000549316406,242.17999267578125,240.4302978515625,241.14120483398438,241.14120483398438,9711528
2024-01-04 11:00:00,241.15589904785156,242.6999969482422,240.91639709472656,241.7449951171875,241.7449951171875,7494786
2024-01-04 11:30:00,241.72000122070312,242.14999389648438,240.3000030517578,240.53990173339844,240.53990173339844,6404767
2024-01-04 12:00:00,240.52139282226562,241.25,239.77999877929688,241.1999969482422,241.1999969482422,5322901
2024-01-04 12:30:00,241.19500732421875,241.8699951171875,240.36000061035156,241.01669311523438,241.01669311523438,4931488
2024-01-04 13:00:00,241.0,241.35000610351562,240.35000610351562,241.1699981689453,241.1699981689453,4311878
2024-01-04 13:30:00,241.16310119628906,241.8000030517578,240.52999877929688,240.74000549316406,240.74000549316406,4420451
2024-01-04 14:00:00,240.73500061035156,241.08999633789062,239.0102996826172,239.0500946044922,239.0500946044922,5790619
2024-01-04 14:30:00,239.0500030517578,239.85000610351562,238.67999267578125,239.6999969482422,239.6999969482422,6027328
2024-01-04 15:00:00,239.6999053955078,240.2299041748047,239.10000610351562,239.860107421875,239.860107421875,5137992
2024-01-04 15:30:00,239.8800048828125,240.25,237.8000030517578,237.9600067138672,237.9600067138672,7923570
